model,make,year,displ,cyl,trans,trans_type,drive,fuel,veh_class,city_mpg,hwy_mpg,cmb_mpg,air_pollution_score,greenhouse_gas_score,smartway
MASERATI Levante S,MASERATI,2018,3.0,8,Auto-8,Auto,4WD,Gasoline,standard SUV,14,19,16,1,2,No
MASERATI Quattroporte S,MASERATI,2018,3.0,6,Auto-8,Auto,2WD,Gasoline,large car,16,23,18,1,3,No
MASERATI Quattroporte S Q4,MASERATI,2018,3.0,6,Auto-8,Auto,4WD,Gasoline,large car,16,23,18,1,3,No
MASERATI Quattroporte V8,MASERATI,2018,3.8,8,Auto-8,Auto,2WD,Gasoline,large car,15,22,17,1,3,No
MAZDA 3,MAZDA,2018,2.0,4,Man-6,Man,2WD,Gasoline,midsize car,27,37,31,7,7,Yes
MAZDA 3,MAZDA,2018,2.0,4,Man-6,Man,2WD,Gasoline,small car,28,38,31,7,7,Yes
MAZDA 3,MAZDA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,28,37,32,7,7,Yes
MAZDA 3,MAZDA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,28,37,31,7,7,Yes
MAZDA 3,MAZDA,2018,2.5,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,26,35,30,7,7,Yes
MAZDA 3,MAZDA,2018,2.5,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,27,36,30,7,7,Yes
MAZDA CX-3,MAZDA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,29,34,31,3,7,Yes
MAZDA CX-3,MAZDA,2018,2.0,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small car,27,32,29,3,6,No
MAZDA CX-9,MAZDA,2018,2.5,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,22,28,24,3,5,No
MAZDA CX-9,MAZDA,2018,2.5,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,20,26,23,3,5,No
MERCEDES-BENZ AMG C43 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,small car,19,26,22,5,4,No
MERCEDES-BENZ AMG C43 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,small car,20,27,22,5,4,No
MERCEDES-BENZ AMG C43 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,small car,20,27,23,5,5,No
MERCEDES-BENZ AMG C63,MERCEDES-BENZ,2018,4.0,8,Auto-7,Auto,2WD,Gasoline,small car,17,22,19,5,3,No
MERCEDES-BENZ AMG C63,MERCEDES-BENZ,2018,4.0,8,Auto-7,Auto,2WD,Gasoline,small car,17,23,19,5,3,No
MERCEDES-BENZ AMG C63,MERCEDES-BENZ,2018,4.0,8,Auto-7,Auto,2WD,Gasoline,small car,18,24,20,5,4,No
MERCEDES-BENZ AMG C63 S,MERCEDES-BENZ,2018,4.0,8,Auto-7,Auto,2WD,Gasoline,small car,17,22,19,5,3,No
MERCEDES-BENZ AMG C63 S,MERCEDES-BENZ,2018,4.0,8,Auto-7,Auto,2WD,Gasoline,small car,17,23,19,5,3,No
MERCEDES-BENZ AMG C63 S,MERCEDES-BENZ,2018,4.0,8,Auto-7,Auto,2WD,Gasoline,small car,18,24,20,5,4,No
MERCEDES-BENZ AMG CLA45 4Matic,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,4WD,Gasoline,small car,23,30,26,3,5,No
MERCEDES-BENZ AMG CLS63 4Matic,MERCEDES-BENZ,2018,5.5,8,Auto-7,Auto,4WD,Gasoline,small car,16,22,18,1,3,No
MERCEDES-BENZ AMG CLS63 4Matic,MERCEDES-BENZ,2018,5.5,8,Auto-7,Auto,4WD,Gasoline,small car,16,22,18,3,3,No
MERCEDES-BENZ AMG E43 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,midsize car,19,25,21,5,4,No
MERCEDES-BENZ AMG E63 S 4Matic,MERCEDES-BENZ,2018,4.0,8,Auto-9,Auto,4WD,Gasoline,midsize car,15,22,18,5,3,No
MERCEDES-BENZ AMG E63 S 4Matic,MERCEDES-BENZ,2018,4.0,8,Auto-9,Auto,4WD,Gasoline,station wagon,16,22,18,5,3,No
MERCEDES-BENZ AMG GLA45 4Matic,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,4WD,Gasoline,station wagon,22,28,25,3,5,No
MERCEDES-BENZ AMG GLC43 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,small SUV,18,24,20,5,4,No
MERCEDES-BENZ AMG GLE 43 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,standard SUV,17,22,19,3,3,No
MERCEDES-BENZ AMG GLE 43 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,standard SUV,17,23,19,3,3,No
MERCEDES-BENZ AMG GLE63,MERCEDES-BENZ,2018,5.5,8,Auto-7,Auto,4WD,Gasoline,standard SUV,14,18,15,3,2,No
MERCEDES-BENZ AMG GLE63 S,MERCEDES-BENZ,2018,5.5,8,Auto-7,Auto,4WD,Gasoline,standard SUV,14,18,15,3,2,No
MERCEDES-BENZ AMG GLS63,MERCEDES-BENZ,2018,5.5,8,Auto-7,Auto,4WD,Gasoline,standard SUV,13,18,15,3,2,No
MERCEDES-BENZ AMG GT,MERCEDES-BENZ,2018,4.0,8,AutoMan-7,AutoMan,2WD,Gasoline,small car,16,21,18,5,3,No
MERCEDES-BENZ AMG GT,MERCEDES-BENZ,2018,4.0,8,AutoMan-7,AutoMan,2WD,Gasoline,small car,16,22,18,5,3,No
MERCEDES-BENZ AMG GT S,MERCEDES-BENZ,2018,4.0,8,AutoMan-7,AutoMan,2WD,Gasoline,small car,16,22,18,5,3,No
MERCEDES-BENZ AMG S63 4Matic,MERCEDES-BENZ,2018,4.0,8,Auto-9,Auto,4WD,Gasoline,large car,17,26,20,5,4,No
MERCEDES-BENZ AMG SL63,MERCEDES-BENZ,2018,5.5,8,Auto-7,Auto,2WD,Gasoline,small car,16,25,19,1,3,No
MERCEDES-BENZ AMG SL63,MERCEDES-BENZ,2018,5.5,8,Auto-7,Auto,2WD,Gasoline,small car,16,25,19,3,3,No
MERCEDES-BENZ AMG SL65,MERCEDES-BENZ,2018,6.0,12,Auto-7,Auto,2WD,Gasoline,small car,13,22,16,3,2,No
MERCEDES-BENZ AMG SLC 43,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,2WD,Gasoline,small car,20,29,23,5,5,No
MERCEDES-BENZ C300,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,2WD,Gasoline,small car,22,29,25,5,5,No
MERCEDES-BENZ C300,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,2WD,Gasoline,small car,22,30,25,5,5,No
MERCEDES-BENZ C300,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,2WD,Gasoline,small car,24,33,27,5,6,No
MERCEDES-BENZ C300 4Matic,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,4WD,Gasoline,small car,22,29,25,5,5,No
MERCEDES-BENZ C300 4Matic,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,4WD,Gasoline,small car,22,30,25,5,5,No
MERCEDES-BENZ C300 4Matic,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,4WD,Gasoline,small car,23,32,26,5,5,No
MERCEDES-BENZ CLA250,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,2WD,Gasoline,small car,24,37,29,5,6,No
MERCEDES-BENZ CLA250 4Matic,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,4WD,Ethanol/Gas,small car,20,28,23,5,6,No
MERCEDES-BENZ CLA250 4Matic,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,4WD,Gasoline,small car,24,32,27,5,6,No
MERCEDES-BENZ CLS550,MERCEDES-BENZ,2018,4.7,8,Auto-9,Auto,2WD,Gasoline,small car,18,26,21,1,4,No
MERCEDES-BENZ CLS550,MERCEDES-BENZ,2018,4.7,8,Auto-9,Auto,2WD,Gasoline,small car,18,26,21,3,4,No
MERCEDES-BENZ CLS550 4Matic,MERCEDES-BENZ,2018,4.7,8,Auto-9,Auto,4WD,Gasoline,small car,17,25,20,1,4,No
MERCEDES-BENZ CLS550 4Matic,MERCEDES-BENZ,2018,4.7,8,Auto-9,Auto,4WD,Gasoline,small car,17,25,20,3,4,No
MERCEDES-BENZ E300,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,2WD,Gasoline,midsize car,22,30,25,5,5,No
MERCEDES-BENZ E300 4Matic,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,4WD,Gasoline,midsize car,21,29,24,5,5,No
MERCEDES-BENZ E400,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,2WD,Gasoline,small car,20,26,22,5,4,No
MERCEDES-BENZ E400 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,small car,20,26,22,5,4,No
MERCEDES-BENZ E400 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,station wagon,19,25,21,5,4,No
MERCEDES-BENZ GLA 250,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,2WD,Gasoline,station wagon,24,33,27,5,6,No
MERCEDES-BENZ GLA250 4Matic,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,4WD,Ethanol/Gas,small SUV,20,27,22,5,5,No
MERCEDES-BENZ GLA250 4Matic,MERCEDES-BENZ,2018,2.0,4,AutoMan-7,AutoMan,4WD,Gasoline,small SUV,23,31,26,5,5,No
MERCEDES-BENZ GLC 300,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,2WD,Gasoline,small SUV,22,28,24,5,5,No
MERCEDES-BENZ GLC 300 4Matic,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,4WD,Gasoline,small SUV,21,28,24,5,5,No
MERCEDES-BENZ GLC 300 4Matic,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,4WD,Gasoline,small SUV,22,27,24,5,5,No
MERCEDES-BENZ GLE350,MERCEDES-BENZ,2018,3.5,6,Auto-7,Auto,2WD,Gasoline,standard SUV,18,23,20,1,4,No
MERCEDES-BENZ GLE350,MERCEDES-BENZ,2018,3.5,6,Auto-7,Auto,2WD,Gasoline,standard SUV,18,23,20,3,4,No
MERCEDES-BENZ GLE350 4Matic,MERCEDES-BENZ,2018,3.5,6,Auto-7,Auto,4WD,Ethanol/Gas,standard SUV,15,19,16,1,3,No
MERCEDES-BENZ GLE350 4Matic,MERCEDES-BENZ,2018,3.5,6,Auto-7,Auto,4WD,Ethanol/Gas,standard SUV,15,19,16,3,3,No
MERCEDES-BENZ GLE350 4Matic,MERCEDES-BENZ,2018,3.5,6,Auto-7,Auto,4WD,Gasoline,standard SUV,18,22,19,1,3,No
MERCEDES-BENZ GLE350 4Matic,MERCEDES-BENZ,2018,3.5,6,Auto-7,Auto,4WD,Gasoline,standard SUV,18,22,19,3,3,No
MERCEDES-BENZ GLS450 4Matic,MERCEDES-BENZ,2018,3.0,6,Auto-9,Auto,4WD,Gasoline,standard SUV,17,22,19,3,3,No
MERCEDES-BENZ GLS550 4Matic,MERCEDES-BENZ,2018,4.7,8,Auto-9,Auto,4WD,Gasoline,standard SUV,14,19,16,3,2,No
MERCEDES-BENZ S560 4Matic,MERCEDES-BENZ,2018,4.0,8,Auto-9,Auto,4WD,Gasoline,large car,17,27,21,5,4,No
MERCEDES-BENZ S560 4Matic Maybach,MERCEDES-BENZ,2018,4.0,8,Auto-9,Auto,4WD,Gasoline,large car,16,25,19,5,3,No
MERCEDES-BENZ SL550,MERCEDES-BENZ,2018,4.7,8,Auto-9,Auto,2WD,Gasoline,small car,17,25,20,1,4,No
MERCEDES-BENZ SL550,MERCEDES-BENZ,2018,4.7,8,Auto-9,Auto,2WD,Gasoline,small car,17,25,20,3,4,No
MERCEDES-BENZ SLC300,MERCEDES-BENZ,2018,2.0,4,Auto-9,Auto,2WD,Gasoline,small car,25,32,27,3,6,No
MINI Cooper Clubman,MINI,2018,1.5,3,Man-6,Man,2WD,Gasoline,midsize car,24,34,28,7,6,No
MINI Cooper Clubman,MINI,2018,1.5,3,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,24,32,27,7,6,No
MINI Cooper Clubman All4,MINI,2018,1.5,3,Man-6,Man,4WD,Gasoline,midsize car,22,32,26,3,5,No
MINI Cooper Clubman All4,MINI,2018,1.5,3,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,23,31,26,3,5,No
MINI Cooper Convertible,MINI,2018,1.5,3,Man-6,Man,2WD,Gasoline,small car,28,37,32,7,7,Yes
MINI Cooper Convertible,MINI,2018,1.5,3,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,27,35,30,7,7,Yes
MINI Cooper Countryman,MINI,2018,1.5,3,Man-6,Man,2WD,Gasoline,midsize car,24,34,28,3,6,No
MINI Cooper Countryman,MINI,2018,1.5,3,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,24,32,27,3,6,No
MINI Cooper Countryman All4,MINI,2018,1.5,3,Man-6,Man,4WD,Gasoline,midsize car,22,32,26,3,5,No
MINI Cooper Countryman All4,MINI,2018,1.5,3,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,23,30,25,3,5,No
MINI Cooper Hardtop,MINI,2018,1.5,3,Man-6,Man,2WD,Gasoline,small car,28,37,32,7,7,Yes
MINI Cooper Hardtop,MINI,2018,1.5,3,Man-6,Man,2WD,Gasoline,small car,28,38,32,7,7,Yes
MINI Cooper Hardtop,MINI,2018,1.5,3,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,27,35,30,7,7,Yes
MINI Cooper S Clubman,MINI,2018,2.0,4,Man-6,Man,2WD,Gasoline,midsize car,22,31,25,7,5,No
MINI Cooper S Clubman,MINI,2018,2.0,4,SemiAuto-8,SemiAuto,2WD,Gasoline,midsize car,23,32,27,7,6,No
MINI Cooper S Clubman All4,MINI,2018,2.0,4,Man-6,Man,4WD,Gasoline,midsize car,21,30,24,7,5,No
MINI Cooper S Clubman All4,MINI,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,22,31,26,7,5,No
MINI Cooper S Convertible,MINI,2018,2.0,4,Man-6,Man,2WD,Gasoline,small car,23,32,26,7,5,No
MINI Cooper S Convertible,MINI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,25,33,28,7,6,No
MINI Cooper S Countryman,MINI,2018,2.0,4,SemiAuto-8,SemiAuto,2WD,Gasoline,midsize car,23,32,27,7,6,No
MINI Cooper S Countryman All4,MINI,2018,2.0,4,Man-6,Man,4WD,Gasoline,midsize car,21,31,24,7,5,No
MINI Cooper S Countryman All4,MINI,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,22,31,26,7,5,No
MINI Cooper S Hardtop,MINI,2018,2.0,4,Man-6,Man,2WD,Gasoline,small car,23,32,26,7,5,No
MINI Cooper S Hardtop,MINI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,25,32,28,7,6,No
MINI Cooper SE Countryman All4,MINI,2018,1.5,3,SemiAuto-6,SemiAuto,4WD,Gasoline/Electricity,midsize car,45,46,46,3,9,Yes
MINI JCW Countryman All4,MINI,2018,2.0,4,Man-6,Man,4WD,Gasoline,midsize car,20,29,24,3,5,No
MINI JCW Countryman All4,MINI,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,22,30,25,3,5,No
MINI John Cooper Works Clubman All4,MINI,2018,2.0,4,Man-6,Man,4WD,Gasoline,midsize car,21,31,24,3,5,No
MINI John Cooper Works Clubman All4,MINI,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,23,31,26,3,5,No
MINI John Cooper Works Convertible,MINI,2018,2.0,4,Man-6,Man,2WD,Gasoline,small car,22,31,25,3,5,No
MINI John Cooper Works Convertible,MINI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,25,33,28,3,6,No
MINI John Cooper Works Hardtop,MINI,2018,2.0,4,Man-6,Man,2WD,Gasoline,small car,23,32,26,3,5,No
MINI John Cooper Works Hardtop,MINI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,25,32,28,3,6,No
MITSUBISHI Mirage,MITSUBISHI,2018,1.2,3,CVT,CVT,2WD,Gasoline,small car,37,43,39,5,9,Yes
MITSUBISHI Mirage,MITSUBISHI,2018,1.2,3,Man-5,Man,2WD,Gasoline,small car,33,41,36,5,8,Yes
MITSUBISHI Mirage G4,MITSUBISHI,2018,1.2,3,CVT,CVT,2WD,Gasoline,small car,35,41,37,5,8,Yes
MITSUBISHI Mirage G4,MITSUBISHI,2018,1.2,3,Man-5,Man,2WD,Gasoline,small car,33,40,35,5,8,Yes
NISSAN 370Z,NISSAN,2018,3.7,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,3,4,No
NISSAN 370Z,NISSAN,2018,3.7,6,SemiAuto-7,SemiAuto,2WD,Gasoline,small car,19,26,22,3,4,No
NISSAN 370Z Roadster,NISSAN,2018,3.7,6,Man-6,Man,2WD,Gasoline,small car,17,24,20,3,4,No
NISSAN 370Z Roadster,NISSAN,2018,3.7,6,SemiAuto-7,SemiAuto,2WD,Gasoline,small car,18,25,21,3,4,No
NISSAN Armada,NISSAN,2018,5.6,8,SemiAuto-7,SemiAuto,2WD,Gasoline,standard SUV,14,19,16,3,2,No
NISSAN Armada,NISSAN,2018,5.6,8,SemiAuto-7,SemiAuto,4WD,Gasoline,standard SUV,13,18,15,3,2,No
NISSAN Versa,NISSAN,2018,1.6,4,Auto-4,Auto,2WD,Gasoline,small car,26,35,29,3,6,No
NISSAN Versa,NISSAN,2018,1.6,4,CVT,CVT,2WD,Gasoline,small car,31,39,34,3,8,Yes
NISSAN Versa,NISSAN,2018,1.6,4,CVT,CVT,2WD,Gasoline,small car,31,39,34,5,8,Yes
NISSAN Versa,NISSAN,2018,1.6,4,Man-5,Man,2WD,Gasoline,small car,27,36,30,3,7,Yes
NISSAN Versa,NISSAN,2018,1.6,4,Man-5,Man,2WD,Gasoline,small car,27,36,30,5,7,Yes
PORSCHE 911 Carrera,PORSCHE,2018,3.0,6,AMS-7,AMS,2WD,Gasoline,small car,22,30,25,1,5,No
PORSCHE 911 Carrera,PORSCHE,2018,3.0,6,Man-7,Man,2WD,Gasoline,small car,20,29,23,1,5,No
PORSCHE 911 Carrera 4,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,22,28,24,1,5,No
PORSCHE 911 Carrera 4,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,20,28,23,1,5,No
PORSCHE 911 Carrera 4 Cabriolet,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,21,28,24,1,5,No
PORSCHE 911 Carrera 4 Cabriolet,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,19,28,22,1,4,No
PORSCHE 911 Carrera 4 GTS,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,20,26,22,1,4,No
PORSCHE 911 Carrera 4 GTS,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,18,26,21,1,4,No
PORSCHE 911 Carrera 4 GTS Cabriolet,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,20,25,22,1,4,No
PORSCHE 911 Carrera 4 GTS Cabriolet,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,18,26,21,1,4,No
PORSCHE 911 Carrera 4S,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,21,28,24,1,5,No
PORSCHE 911 Carrera 4S,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,20,28,23,1,5,No
PORSCHE 911 Carrera 4S Cabriolet,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,21,28,24,1,5,No
PORSCHE 911 Carrera 4S Cabriolet,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,19,28,22,1,4,No
PORSCHE 911 Carrera Cabriolet,PORSCHE,2018,3.0,6,AMS-7,AMS,2WD,Gasoline,small car,22,28,24,1,5,No
PORSCHE 911 Carrera Cabriolet,PORSCHE,2018,3.0,6,Man-7,Man,2WD,Gasoline,small car,20,29,23,1,5,No
PORSCHE 911 Carrera GTS,PORSCHE,2018,3.0,6,AMS-7,AMS,2WD,Gasoline,small car,20,26,23,1,5,No
PORSCHE 911 Carrera GTS,PORSCHE,2018,3.0,6,Man-7,Man,2WD,Gasoline,small car,18,26,21,1,4,No
PORSCHE 911 Carrera GTS Cabriolet,PORSCHE,2018,3.0,6,AMS-7,AMS,2WD,Gasoline,small car,20,26,22,1,4,No
PORSCHE 911 Carrera GTS Cabriolet,PORSCHE,2018,3.0,6,Man-7,Man,2WD,Gasoline,small car,18,26,21,1,4,No
PORSCHE 911 Carrera S,PORSCHE,2018,3.0,6,AMS-7,AMS,2WD,Gasoline,small car,22,28,24,1,5,No
PORSCHE 911 Carrera S,PORSCHE,2018,3.0,6,Man-7,Man,2WD,Gasoline,small car,20,29,23,1,5,No
PORSCHE 911 Carrera S Cabriolet,PORSCHE,2018,3.0,6,AMS-7,AMS,2WD,Gasoline,small car,22,28,24,1,5,No
PORSCHE 911 Carrera S Cabriolet,PORSCHE,2018,3.0,6,Man-7,Man,2WD,Gasoline,small car,20,28,23,1,5,No
PORSCHE 911 Targa 4,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,22,28,24,1,5,No
PORSCHE 911 Targa 4,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,19,28,22,1,4,No
PORSCHE 911 Targa 4 GTS,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,20,26,22,1,4,No
PORSCHE 911 Targa 4 GTS,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,18,26,21,1,4,No
PORSCHE 911 Targa 4S,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small car,21,27,24,1,5,No
PORSCHE 911 Targa 4S,PORSCHE,2018,3.0,6,Man-7,Man,4WD,Gasoline,small car,19,28,22,1,4,No
PORSCHE 911 Turbo,PORSCHE,2018,3.8,6,AMS-7,AMS,4WD,Gasoline,small car,19,24,21,1,4,No
PORSCHE 911 Turbo Cabriolet,PORSCHE,2018,3.8,6,AMS-7,AMS,4WD,Gasoline,small car,19,24,21,1,4,No
PORSCHE 911 Turbo S,PORSCHE,2018,3.8,6,AMS-7,AMS,4WD,Gasoline,small car,19,24,21,1,4,No
PORSCHE 911 Turbo S Cabriolet,PORSCHE,2018,3.8,6,AMS-7,AMS,4WD,Gasoline,small car,19,24,21,1,4,No
PORSCHE Boxster,PORSCHE,2018,2.0,4,AMS-7,AMS,2WD,Gasoline,small car,22,29,25,3,5,No
PORSCHE Boxster,PORSCHE,2018,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,28,24,3,5,No
PORSCHE Boxster S,PORSCHE,2018,2.5,4,AMS-7,AMS,2WD,Gasoline,small car,21,28,24,3,5,No
PORSCHE Boxster S,PORSCHE,2018,2.5,4,Man-6,Man,2WD,Gasoline,small car,20,26,22,3,4,No
PORSCHE Cayenne GTS,PORSCHE,2018,3.6,6,SemiAuto-8,SemiAuto,4WD,Gasoline,standard SUV,16,23,19,3,3,No
PORSCHE Cayenne S,PORSCHE,2018,3.6,6,SemiAuto-8,SemiAuto,4WD,Gasoline,standard SUV,17,24,20,3,4,No
PORSCHE Macan,PORSCHE,2018,2.0,4,AMS-7,AMS,4WD,Gasoline,small SUV,20,25,22,3,4,No
PORSCHE Macan GTS,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small SUV,17,23,19,3,3,No
PORSCHE Macan S,PORSCHE,2018,3.0,6,AMS-7,AMS,4WD,Gasoline,small SUV,17,23,19,3,3,No
PORSCHE Panamera,PORSCHE,2018,3.0,6,AMS-8,AMS,2WD,Gasoline,large car,21,28,24,5,5,No
PORSCHE Panamera 4,PORSCHE,2018,3.0,6,AMS-8,AMS,4WD,Gasoline,large car,21,27,23,5,5,No
PORSCHE Panamera 4 Executive,PORSCHE,2018,3.0,6,AMS-8,AMS,4WD,Gasoline,large car,21,27,23,5,5,No
PORSCHE Panamera 4S,PORSCHE,2018,2.9,6,AMS-8,AMS,4WD,Gasoline,large car,21,28,23,5,5,No
PORSCHE Panamera 4S Executive,PORSCHE,2018,2.9,6,AMS-8,AMS,4WD,Gasoline,large car,21,28,23,5,5,No
PORSCHE Panamera Turbo,PORSCHE,2018,4.0,8,AMS-8,AMS,4WD,Gasoline,large car,18,25,21,3,4,No
PORSCHE Panamera Turbo Executive,PORSCHE,2018,4.0,8,AMS-8,AMS,4WD,Gasoline,large car,18,25,21,3,4,No
RAM 1500,RAM,2018,5.7,8,Auto-6,Auto,4WD,Gasoline,pickup,13,18,14,3,1,No
RAM 1500,RAM,2018,5.7,8,Auto-8,Auto,2WD,Gasoline,pickup,15,22,17,3,3,No
RAM 1500,RAM,2018,5.7,8,Auto-8,Auto,4WD,Gasoline,pickup,15,21,17,3,3,No
RAM Promaster City,RAM,2018,2.4,4,Auto-9,Auto,2WD,Gasoline,special purpose,21,28,24,3,5,No
SUBARU Crosstrek,SUBARU,2018,2.0,4,Man-6,Man,4WD,Gasoline,small SUV,23,29,25,7,5,No
SUBARU Crosstrek,SUBARU,2018,2.0,4,Man-6,Man,4WD,Gasoline,small SUV,23,29,25,6,5,No
SUBARU Crosstrek,SUBARU,2018,2.0,4,SCV-7,SCV,4WD,Gasoline,small SUV,27,33,29,7,6,No
SUBARU Crosstrek,SUBARU,2018,2.0,4,SCV-7,SCV,4WD,Gasoline,small SUV,27,33,29,6,6,No
SUBARU Forester,SUBARU,2018,2.0,4,SCV-8,SCV,4WD,Gasoline,small SUV,23,27,25,1,5,No
SUBARU Forester,SUBARU,2018,2.5,4,Man-6,Man,4WD,Gasoline,small SUV,22,28,24,7,5,No
SUBARU Forester,SUBARU,2018,2.5,4,Man-6,Man,4WD,Gasoline,small SUV,22,28,24,5,5,No
SUBARU Forester,SUBARU,2018,2.5,4,SCV-6,SCV,4WD,Gasoline,small SUV,26,32,28,7,6,No
SUBARU Forester,SUBARU,2018,2.5,4,SCV-6,SCV,4WD,Gasoline,small SUV,26,32,28,5,6,No
SUBARU Impreza,SUBARU,2018,2.0,4,Man-5,Man,4WD,Gasoline,midsize car,24,32,27,7,6,No
SUBARU Impreza,SUBARU,2018,2.0,4,Man-5,Man,4WD,Gasoline,station wagon,24,31,26,7,5,No
SUBARU Impreza,SUBARU,2018,2.0,4,Man-5,Man,4WD,Gasoline,midsize car,24,32,27,6,6,No
SUBARU Impreza,SUBARU,2018,2.0,4,Man-5,Man,4WD,Gasoline,station wagon,24,31,26,6,5,No
SUBARU Impreza,SUBARU,2018,2.0,4,SCV-7,SCV,4WD,Gasoline,midsize car,28,38,32,7,7,Yes
SUBARU Impreza,SUBARU,2018,2.0,4,SCV-7,SCV,4WD,Gasoline,station wagon,28,37,31,7,7,Yes
SUBARU Impreza,SUBARU,2018,2.0,4,SCV-7,SCV,4WD,Gasoline,midsize car,28,38,32,6,7,Yes
SUBARU Impreza,SUBARU,2018,2.0,4,SCV-7,SCV,4WD,Gasoline,station wagon,28,37,31,6,7,Yes
