model,make,year,displ,cyl,trans,trans_type,drive,fuel,veh_class,city_mpg,hwy_mpg,cmb_mpg,air_pollution_score,greenhouse_gas_score,smartway
GMC Canyon,GMC,2018,2.5,4,Auto-6,Auto,2WD,Gasoline,pickup,20,26,22,5,4,No
GMC Canyon,GMC,2018,2.5,4,Auto-6,Auto,4WD,Gasoline,pickup,19,24,21,5,4,No
GMC Canyon,GMC,2018,2.5,4,Man-6,Man,2WD,Gasoline,pickup,20,26,22,5,4,No
GMC Canyon,GMC,2018,2.8,4,Auto-6,Auto,2WD,Diesel,pickup,22,30,25,3,4,No
GMC Canyon,GMC,2018,2.8,4,Auto-6,Auto,4WD,Diesel,pickup,20,28,23,3,4,No
GMC Canyon,GMC,2018,3.6,6,Auto-8,Auto,2WD,Gasoline,pickup,18,25,20,5,4,No
GMC Canyon,GMC,2018,3.6,6,Auto-8,Auto,2WD,Gasoline,special purpose,15,15,15,5,2,No
GMC Canyon,GMC,2018,3.6,6,Auto-8,Auto,4WD,Gasoline,pickup,17,24,19,5,3,No
GMC Sierra 15,GMC,2018,4.3,6,Auto-6,Auto,2WD,Ethanol/Gas,pickup,15,20,17,5,4,No
GMC Sierra 15,GMC,2018,4.3,6,Auto-6,Auto,4WD,Ethanol/Gas,pickup,14,18,16,5,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-6,Auto,2WD,Ethanol/Gas,pickup,14,20,16,3,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-6,Auto,2WD,Gasoline,pickup,16,23,19,3,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-6,Auto,2WD,Gasoline,special purpose,15,20,17,3,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-6,Auto,4WD,Gasoline,pickup,16,22,18,3,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-6,Auto,4WD,Gasoline,special purpose,15,19,17,3,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-8,Auto,2WD,Gasoline,pickup,18,24,20,3,4,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-8,Auto,2WD,Gasoline,pickup,16,22,18,3,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-8,Auto,4WD,Gasoline,pickup,16,21,18,3,3,No
GMC Sierra 15,GMC,2018,5.3,8,Auto-8,Auto,4WD,Gasoline,pickup,15,20,17,3,3,No
GMC Sierra 15,GMC,2018,6.2,8,Auto-8,Auto,2WD,Gasoline,pickup,15,21,17,3,3,No
GMC Sierra 15,GMC,2018,6.2,8,Auto-8,Auto,4WD,Gasoline,pickup,15,20,17,3,3,No
GMC Terrain,GMC,2018,1.5,4,Auto-9,Auto,2WD,Gasoline,small SUV,26,30,28,5,6,No
GMC Terrain,GMC,2018,1.5,4,Auto-9,Auto,4WD,Gasoline,small SUV,24,28,26,5,5,No
GMC Terrain,GMC,2018,1.6,4,Auto-6,Auto,2WD,Diesel,small SUV,28,39,32,3,6,No
GMC Terrain,GMC,2018,1.6,4,Auto-6,Auto,4WD,Diesel,small SUV,28,38,32,3,6,No
GMC Terrain,GMC,2018,2.0,4,Auto-9,Auto,2WD,Gasoline,small SUV,22,28,24,5,5,No
GMC Terrain,GMC,2018,2.0,4,Auto-9,Auto,4WD,Gasoline,small SUV,21,26,23,5,5,No
GMC Yukon 1500,GMC,2018,5.3,8,Auto-6,Auto,2WD,Ethanol/Gas,standard SUV,14,20,16,3,3,No
GMC Yukon 1500,GMC,2018,5.3,8,Auto-6,Auto,2WD,Gasoline,standard SUV,16,23,19,3,3,No
GMC Yukon 1500,GMC,2018,5.3,8,Auto-6,Auto,4WD,Ethanol/Gas,standard SUV,13,19,15,3,3,No
GMC Yukon 1500,GMC,2018,5.3,8,Auto-6,Auto,4WD,Gasoline,standard SUV,16,22,18,3,3,No
GMC Yukon 1500,GMC,2018,6.2,8,Auto-10,Auto,2WD,Gasoline,standard SUV,14,23,17,3,3,No
GMC Yukon 1500,GMC,2018,6.2,8,Auto-10,Auto,4WD,Gasoline,standard SUV,14,22,17,3,3,No
GMC Yukon 1500 XL,GMC,2018,5.3,8,Auto-6,Auto,2WD,Ethanol/Gas,standard SUV,14,20,16,3,3,No
GMC Yukon 1500 XL,GMC,2018,5.3,8,Auto-6,Auto,2WD,Gasoline,standard SUV,16,23,19,3,3,No
GMC Yukon 1500 XL,GMC,2018,6.2,8,Auto-10,Auto,2WD,Gasoline,standard SUV,14,23,17,3,3,No
GMC Yukon XL 1500,GMC,2018,5.3,8,Auto-6,Auto,4WD,Ethanol/Gas,standard SUV,13,18,15,3,3,No
GMC Yukon XL 1500,GMC,2018,5.3,8,Auto-6,Auto,4WD,Gasoline,standard SUV,15,22,18,3,3,No
GMC Yukon XL 1500,GMC,2018,6.2,8,Auto-10,Auto,4WD,Gasoline,standard SUV,14,21,16,3,2,No
HONDA Civic 5Dr,HONDA,2018,1.5,4,CVT,CVT,2WD,Gasoline,large car,31,40,34,7,8,Yes
HONDA Civic 5Dr,HONDA,2018,1.5,4,CVT,CVT,2WD,Gasoline,large car,31,40,34,3,8,Yes
HONDA Civic 5Dr,HONDA,2018,1.5,4,Man-6,Man,2WD,Gasoline,large car,29,38,33,3,8,Yes
HONDA Civic 5Dr,HONDA,2018,1.5,4,SCV-7,SCV,2WD,Gasoline,large car,30,36,32,7,7,Yes
HONDA Civic 5Dr,HONDA,2018,1.5,4,SCV-7,SCV,2WD,Gasoline,large car,30,36,32,3,7,Yes
HONDA Fit,HONDA,2018,1.5,4,CVT,CVT,2WD,Gasoline,station wagon,33,40,36,7,8,Yes
HONDA Fit,HONDA,2018,1.5,4,Man-6,Man,2WD,Gasoline,station wagon,29,36,31,3,7,Yes
HONDA Fit,HONDA,2018,1.5,4,SCV-7,SCV,2WD,Gasoline,station wagon,31,36,33,7,8,Yes
HONDA HR-V,HONDA,2018,1.8,4,CVT,CVT,2WD,Gasoline,station wagon,28,34,31,3,7,Yes
HONDA HR-V,HONDA,2018,1.8,4,CVT,CVT,4WD,Gasoline,station wagon,27,31,29,3,6,No
HONDA HR-V,HONDA,2018,1.8,4,Man-6,Man,2WD,Gasoline,station wagon,25,33,28,3,6,No
HONDA HR-V,HONDA,2018,1.8,4,SCV-7,SCV,2WD,Gasoline,station wagon,28,34,31,3,7,Yes
HONDA HR-V,HONDA,2018,1.8,4,SCV-7,SCV,4WD,Gasoline,station wagon,27,31,29,3,6,No
HONDA Ridgeline,HONDA,2018,3.5,6,Auto-6,Auto,2WD,Gasoline,pickup,19,26,22,3,4,No
HONDA Ridgeline,HONDA,2018,3.5,6,Auto-6,Auto,4WD,Gasoline,pickup,18,25,21,3,4,No
HYUNDAI Elantra,HYUNDAI,2018,1.4,4,AutoMan-7,AutoMan,2WD,Gasoline,midsize car,32,40,35,3,8,Yes
HYUNDAI Elantra,HYUNDAI,2018,1.6,4,AutoMan-7,AutoMan,2WD,Gasoline,midsize car,26,33,29,3,6,No
HYUNDAI Elantra,HYUNDAI,2018,1.6,4,Man-6,Man,2WD,Gasoline,midsize car,22,30,25,3,5,No
HYUNDAI Elantra,HYUNDAI,2018,2.0,4,Man-6,Man,2WD,Gasoline,midsize car,26,36,29,5,6,No
HYUNDAI Elantra,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,28,37,32,7,7,Yes
HYUNDAI Elantra,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,28,37,32,5,7,Yes
HYUNDAI Elantra GT,HYUNDAI,2018,1.6,4,AutoMan-7,AutoMan,2WD,Gasoline,large car,26,32,28,3,6,No
HYUNDAI Elantra GT,HYUNDAI,2018,1.6,4,Man-6,Man,2WD,Gasoline,large car,22,29,25,3,5,No
HYUNDAI Elantra GT,HYUNDAI,2018,2.0,4,Man-6,Man,2WD,Gasoline,large car,23,31,26,3,5,No
HYUNDAI Elantra GT,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,24,32,27,3,6,No
HYUNDAI Elantra SE,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,29,38,33,7,8,Yes
HYUNDAI Elantra SE,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,29,38,33,5,8,Yes
HYUNDAI Santa Fe,HYUNDAI,2018,3.3,6,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,18,25,21,3,4,No
HYUNDAI Santa Fe,HYUNDAI,2018,3.3,6,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,18,24,20,3,4,No
HYUNDAI Santa Fe Sport,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,20,28,23,3,5,No
HYUNDAI Santa Fe Sport,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,19,26,22,3,4,No
HYUNDAI Santa Fe Sport,HYUNDAI,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,21,27,24,5,5,No
HYUNDAI Santa Fe Sport,HYUNDAI,2018,2.4,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,20,26,22,5,4,No
HYUNDAI Santa Fe Sport Ultimate,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,20,27,23,3,5,No
HYUNDAI Santa Fe Sport Ultimate,HYUNDAI,2018,2.0,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,19,24,21,3,4,No
HYUNDAI Santa Fe Ultimate,HYUNDAI,2018,3.3,6,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,17,23,20,3,4,No
HYUNDAI Santa Fe Ultimate,HYUNDAI,2018,3.3,6,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,17,22,19,3,3,No
HYUNDAI Sonata,HYUNDAI,2018,1.6,4,AutoMan-7,AutoMan,2WD,Gasoline,large car,28,37,31,5,7,Yes
HYUNDAI Sonata,HYUNDAI,2018,2.0,4,SemiAuto-8,SemiAuto,2WD,Gasoline,large car,23,32,26,5,5,No
HYUNDAI Sonata,HYUNDAI,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,25,35,28,7,6,No
HYUNDAI Sonata,HYUNDAI,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,25,35,28,5,6,No
HYUNDAI Sonata SE,HYUNDAI,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,25,36,29,7,6,No
HYUNDAI Sonata SE,HYUNDAI,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,25,36,29,5,6,No
INFINITI Q50,INFINITI,2018,2.0,4,SemiAuto-7,SemiAuto,2WD,Gasoline,midsize car,23,30,25,3,5,No
INFINITI Q50,INFINITI,2018,2.0,4,SemiAuto-7,SemiAuto,4WD,Gasoline,midsize car,22,28,24,3,5,No
INFINITI Q50,INFINITI,2018,3.0,6,SemiAuto-7,SemiAuto,2WD,Gasoline,midsize car,20,29,23,3,5,No
INFINITI Q50,INFINITI,2018,3.0,6,SemiAuto-7,SemiAuto,4WD,Gasoline,midsize car,19,27,22,3,4,No
INFINITI Q50 Hybrid,INFINITI,2018,3.5,6,SemiAuto-7,SemiAuto,2WD,Gasoline,small car,27,32,29,3,6,No
INFINITI Q50 Hybrid,INFINITI,2018,3.5,6,SemiAuto-7,SemiAuto,4WD,Gasoline,small car,26,30,28,3,6,No
INFINITI Q50 Red Sport,INFINITI,2018,3.0,6,SemiAuto-7,SemiAuto,2WD,Gasoline,midsize car,20,26,22,3,4,No
INFINITI Q50 Red Sport,INFINITI,2018,3.0,6,SemiAuto-7,SemiAuto,4WD,Gasoline,midsize car,19,26,22,3,4,No
INFINITI Q70,INFINITI,2018,3.7,6,SemiAuto-7,SemiAuto,2WD,Gasoline,midsize car,18,25,21,3,4,No
INFINITI Q70,INFINITI,2018,3.7,6,SemiAuto-7,SemiAuto,4WD,Gasoline,midsize car,18,24,20,3,4,No
INFINITI Q70,INFINITI,2018,5.6,8,SemiAuto-7,SemiAuto,2WD,Gasoline,midsize car,16,24,19,3,3,No
INFINITI Q70,INFINITI,2018,5.6,8,SemiAuto-7,SemiAuto,4WD,Gasoline,midsize car,16,23,18,3,3,No
INFINITI Q70 Hybrid,INFINITI,2018,3.5,6,SemiAuto-7,SemiAuto,2WD,Gasoline,midsize car,28,33,30,3,7,Yes
INFINITI QX30,INFINITI,2018,2.0,4,AutoMan-7,AutoMan,2WD,Gasoline,small car,24,33,27,3,6,No
INFINITI QX30,INFINITI,2018,2.0,4,AutoMan-7,AutoMan,4WD,Gasoline,small car,21,30,25,3,5,No
JAGUAR F-Pace,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Diesel,small SUV,26,33,29,1,5,No
JAGUAR F-Pace,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,small SUV,22,27,24,7,5,No
JAGUAR F-Pace,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,4WD,Gasoline,small SUV,18,23,20,7,4,No
JAGUAR F-Type Convertible,JAGUAR,2018,3.0,6,Man-6,Man,2WD,Gasoline,small car,16,24,19,7,3,No
JAGUAR F-Type Convertible,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,2WD,Gasoline,small car,20,28,23,7,5,No
JAGUAR F-Type Coupe,JAGUAR,2018,3.0,6,Man-6,Man,2WD,Gasoline,small car,16,24,19,7,3,No
JAGUAR F-Type Coupe,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,2WD,Gasoline,small car,20,28,23,7,5,No
JAGUAR F-Type R Convertible,JAGUAR,2018,5.0,8,SemiAuto-8,SemiAuto,4WD,Gasoline,small car,15,23,18,3,3,No
JAGUAR F-Type R Coupe,JAGUAR,2018,5.0,8,SemiAuto-8,SemiAuto,4WD,Gasoline,small car,15,23,18,3,3,No
JAGUAR F-Type S Convertible,JAGUAR,2018,3.0,6,Man-6,Man,2WD,Gasoline,small car,15,24,18,7,3,No
JAGUAR F-Type S Convertible,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,2WD,Gasoline,small car,19,27,22,7,4,No
JAGUAR F-Type S Convertible,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,4WD,Gasoline,small car,18,26,21,7,4,No
JAGUAR F-Type S Coupe,JAGUAR,2018,3.0,6,Man-6,Man,2WD,Gasoline,small car,15,24,18,7,3,No
JAGUAR F-Type S Coupe,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,2WD,Gasoline,small car,19,27,22,7,4,No
JAGUAR F-Type S Coupe,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,4WD,Gasoline,small car,18,26,21,7,4,No
JAGUAR XE,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,2WD,Diesel,small car,32,42,36,1,7,No
JAGUAR XE,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,2WD,Gasoline,small car,25,34,28,7,6,No
JAGUAR XE,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Diesel,small car,30,40,34,1,7,No
JAGUAR XE,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,small car,24,34,28,7,6,No
JAGUAR XE,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,2WD,Gasoline,small car,21,30,24,7,5,No
JAGUAR XE,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,4WD,Gasoline,small car,20,29,23,7,5,No
JAGUAR XF,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,2WD,Diesel,midsize car,31,42,35,1,7,No
JAGUAR XF,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,2WD,Gasoline,midsize car,25,34,28,7,6,No
JAGUAR XF,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Diesel,midsize car,30,40,34,1,7,No
JAGUAR XF,JAGUAR,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,23,33,27,7,6,No
JAGUAR XF,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,2WD,Gasoline,midsize car,20,29,23,7,5,No
JAGUAR XF,JAGUAR,2018,3.0,6,SemiAuto-8,SemiAuto,4WD,Gasoline,midsize car,20,28,23,7,5,No
JEEP Cherokee,JEEP,2018,2.4,4,Auto-9,Auto,2WD,Ethanol/Gas,small SUV,18,26,21,3,5,No
JEEP Cherokee,JEEP,2018,2.4,4,Auto-9,Auto,2WD,Gasoline,small SUV,21,30,25,7,5,No
JEEP Cherokee,JEEP,2018,2.4,4,Auto-9,Auto,4WD,Ethanol/Gas,small SUV,17,24,20,3,5,No
JEEP Cherokee,JEEP,2018,2.4,4,Auto-9,Auto,4WD,Gasoline,small SUV,21,28,23,3,5,No
JEEP Cherokee,JEEP,2018,3.2,6,Auto-9,Auto,2WD,Gasoline,small SUV,21,29,24,3,5,No
JEEP Cherokee,JEEP,2018,3.2,6,Auto-9,Auto,4WD,Gasoline,small SUV,20,27,23,3,5,No
JEEP Cherokee 4x4 Active Drive II,JEEP,2018,2.4,4,Auto-9,Auto,4WD,Gasoline,small SUV,21,27,23,7,5,No
JEEP Cherokee 4x4 Active Drive II,JEEP,2018,2.4,4,Auto-9,Auto,4WD,Gasoline,small SUV,21,27,23,1,5,No
JEEP Cherokee 4x4 Active Drive II,JEEP,2018,3.2,6,Auto-9,Auto,4WD,Gasoline,small SUV,18,26,21,3,4,No
JEEP Cherokee Trailhawk,JEEP,2018,2.4,4,Auto-9,Auto,4WD,Gasoline,small SUV,19,25,22,7,4,No
JEEP Cherokee Trailhawk,JEEP,2018,2.4,4,Auto-9,Auto,4WD,Gasoline,small SUV,19,25,22,1,4,No
JEEP Cherokee Trailhawk,JEEP,2018,3.2,6,Auto-9,Auto,4WD,Gasoline,small SUV,18,24,21,3,4,No
JEEP Compass,JEEP,2018,2.4,4,Auto-6,Auto,2WD,Gasoline,small SUV,22,31,25,7,5,No
JEEP Compass,JEEP,2018,2.4,4,Auto-9,Auto,4WD,Gasoline,small SUV,22,30,25,7,5,No
JEEP Compass,JEEP,2018,2.4,4,Man-6,Man,2WD,Gasoline,small SUV,23,32,26,3,5,No
JEEP Compass,JEEP,2018,2.4,4,Man-6,Man,4WD,Gasoline,small SUV,22,31,25,3,5,No
JEEP Grand Cherokee,JEEP,2018,3.6,6,Auto-8,Auto,2WD,Gasoline,standard SUV,19,26,21,5,4,No
JEEP Grand Cherokee,JEEP,2018,3.6,6,Auto-8,Auto,4WD,Gasoline,standard SUV,18,25,21,5,4,No
JEEP Grand Cherokee,JEEP,2018,5.7,8,Auto-8,Auto,4WD,Gasoline,standard SUV,14,22,17,3,3,No
JEEP Grand Cherokee SRT,JEEP,2018,6.4,8,Auto-8,Auto,4WD,Gasoline,standard SUV,13,19,15,1,2,No
KARMA Revero,KARMA,2018,2.0,4,Auto-1,Auto,2WD,Gasoline/Electricity,small car,39,41,40,1,10,No
KIA Forte,KIA,2018,2.0,4,Man-6,Man,2WD,Gasoline,midsize car,25,34,28,5,6,No
KIA Forte,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,29,37,32,7,7,Yes
KIA Forte,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,29,37,32,5,7,Yes
KIA Forte,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,25,33,28,7,6,No
KIA Forte,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,midsize car,25,33,28,3,6,No
KIA Forte5,KIA,2018,1.6,4,AutoMan-7,AutoMan,2WD,Gasoline,large car,25,30,27,3,6,No
KIA Forte5,KIA,2018,1.6,4,Man-6,Man,2WD,Gasoline,large car,23,29,25,3,5,No
KIA Forte5,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,25,34,28,3,6,No
KIA Optima,KIA,2018,1.6,4,AutoMan-7,AutoMan,2WD,Gasoline,large car,28,37,31,3,7,Yes
KIA Optima,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,22,31,25,3,5,No
KIA Optima,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,24,34,28,7,6,No
KIA Optima,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,24,34,28,5,6,No
KIA Optima FE,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,25,36,29,7,6,No
KIA Optima FE,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,25,36,29,5,6,No
KIA Rio,KIA,2018,1.6,4,Man-6,Man,2WD,Gasoline,small car,29,37,32,3,7,Yes
KIA Rio,KIA,2018,1.6,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small car,28,37,32,3,7,Yes
KIA Sedona,KIA,2018,3.3,6,SemiAuto-6,SemiAuto,2WD,Gasoline,minivan,18,24,20,3,4,No
KIA Sedona SX,KIA,2018,3.3,6,SemiAuto-6,SemiAuto,2WD,Gasoline,minivan,18,25,21,3,4,No
KIA Sedona SXL,KIA,2018,3.3,6,SemiAuto-6,SemiAuto,2WD,Gasoline,minivan,17,22,19,3,3,No
KIA Sorento,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,20,27,23,3,5,No
KIA Sorento,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,19,25,22,3,4,No
KIA Sorento,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,21,28,24,5,5,No
KIA Sorento,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,21,25,22,5,4,No
KIA Sorento,KIA,2018,3.3,6,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,18,25,20,3,4,No
KIA Sorento,KIA,2018,3.3,6,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,17,23,19,3,3,No
KIA Sorento FE,KIA,2018,3.3,6,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,18,25,21,3,4,No
KIA Soul,KIA,2018,1.6,4,AutoMan-7,AutoMan,2WD,Gasoline,station wagon,26,31,28,3,6,No
KIA Soul,KIA,2018,1.6,4,Man-6,Man,2WD,Gasoline,station wagon,24,30,27,3,6,No
KIA Soul,KIA,2018,1.6,4,SemiAuto-6,SemiAuto,2WD,Gasoline,station wagon,25,30,27,3,6,No
KIA Soul,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,station wagon,25,30,27,7,6,No
KIA Soul,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,station wagon,25,30,27,5,6,No
KIA Soul Electric,KIA,2018,3.05,5,Auto-1,Auto,2WD,Electricity,station wagon,124,93,108,10,10,Elite
KIA Sportage,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,21,26,23,3,5,No
KIA Sportage,KIA,2018,2.0,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,20,23,21,3,4,No
KIA Sportage,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,22,29,25,7,5,No
KIA Sportage,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,22,29,25,5,5,No
KIA Sportage,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,21,25,23,7,5,No
KIA Sportage,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,21,25,23,5,5,No
KIA Sportage FE,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,23,30,26,7,5,No
KIA Sportage FE,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,2WD,Gasoline,small SUV,23,30,26,5,5,No
KIA Sportage FE,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,21,25,22,7,4,No
KIA Sportage FE,KIA,2018,2.4,4,SemiAuto-6,SemiAuto,4WD,Gasoline,small SUV,21,25,22,5,4,No
LAMBORGHINI Aventador Coupe,LAMBORGHINI,2018,6.5,12,AMS-7,AMS,4WD,Gasoline,small car,10,17,12,1,1,No
LAMBORGHINI Aventador Roadster,LAMBORGHINI,2018,6.5,12,AMS-7,AMS,4WD,Gasoline,small car,10,16,12,1,1,No
LAMBORGHINI Aventador S Coupe,LAMBORGHINI,2018,6.5,12,AMS-7,AMS,4WD,Gasoline,small car,10,17,12,1,1,No
LAMBORGHINI Aventador S Roadster,LAMBORGHINI,2018,6.5,12,AMS-7,AMS,4WD,Gasoline,small car,10,16,12,1,1,No
LAND ROVER Range Rover Velar,LAND,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Diesel,small SUV,26,30,28,1,5,No
LAND ROVER Range Rover Velar,LAND,2018,2.0,4,SemiAuto-8,SemiAuto,4WD,Gasoline,small SUV,21,27,23,7,5,No
LAND ROVER Range Rover Velar,LAND,2018,3.0,6,SemiAuto-8,SemiAuto,4WD,Gasoline,small SUV,18,24,20,7,4,No
LEXUS GX 460,LEXUS,2018,4.6,8,SemiAuto-6,SemiAuto,4WD,Gasoline,standard SUV,15,18,16,3,2,No
LEXUS LC 500,LEXUS,2018,5.0,8,SemiAuto-10,SemiAuto,2WD,Gasoline,small car,16,26,19,5,3,No
LEXUS LC 500h,LEXUS,2018,3.5,6,SCV-10,SCV,2WD,Gasoline,small car,26,35,30,7,7,Yes
LEXUS LX 570,LEXUS,2018,5.7,8,SemiAuto-8,SemiAuto,4WD,Gasoline,standard SUV,13,18,15,3,2,No
LINCOLN Continental,LINCOLN,2018,2.7,6,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,18,27,21,5,4,No
LINCOLN Continental,LINCOLN,2018,2.7,6,SemiAuto-6,SemiAuto,4WD,Gasoline,large car,17,25,20,5,4,No
LINCOLN Continental,LINCOLN,2018,3.0,6,SemiAuto-6,SemiAuto,4WD,Gasoline,large car,16,24,19,5,3,No
LINCOLN Continental,LINCOLN,2018,3.7,6,SemiAuto-6,SemiAuto,2WD,Gasoline,large car,17,26,20,3,4,No
LINCOLN Continental,LINCOLN,2018,3.7,6,SemiAuto-6,SemiAuto,4WD,Gasoline,large car,16,24,19,3,3,No
LINCOLN MKT,LINCOLN,2018,3.5,6,SemiAuto-6,SemiAuto,4WD,Gasoline,standard SUV,15,21,17,3,3,No
LINCOLN MKT,LINCOLN,2018,3.7,6,SemiAuto-6,SemiAuto,2WD,Gasoline,standard SUV,16,24,19,3,3,No
LINCOLN MKT Livery,LINCOLN,2018,3.7,6,Auto-6,Auto,4WD,Gasoline,special purpose,16,23,18,3,3,No
MASERATI Ghibli,MASERATI,2018,3.0,6,Auto-8,Auto,2WD,Gasoline,midsize car,17,24,19,1,3,No
MASERATI Ghibli S,MASERATI,2018,3.0,6,Auto-8,Auto,2WD,Gasoline,midsize car,16,24,19,1,3,No
MASERATI Ghibli S Q4,MASERATI,2018,3.0,6,Auto-8,Auto,4WD,Gasoline,midsize car,16,24,19,1,3,No
MASERATI Granturismo,MASERATI,2018,4.7,8,Auto-6,Auto,2WD,Gasoline,small car,13,21,16,1,2,No
MASERATI Granturismo Convertible,MASERATI,2018,4.7,8,Auto-6,Auto,2WD,Gasoline,small car,13,20,15,1,2,No
MASERATI Levante,MASERATI,2018,3.0,8,Auto-8,Auto,4WD,Gasoline,standard SUV,14,20,16,1,2,No
